date_of_journey,airlines,airlines_code,class,departure,total_stops,arrival,duration_in_minutes,source,destination,price_fare
2024-11-03,Vistara,UK-969,Economy,01:16:00,2.0,08:30:00,1485.0,Delhi,Cochin,9992
2024-09-06,Air India,AI-512,Economy,13:57:00,1.0,05:48:00,790.2,Kolkata,Banglore,7415
2024-07-02,Vistara,UK-859,Premium Economy,05:46:00,0.0,10:55:00,1305.0,Banglore,Delhi,20080
2024-01-01,Air India,AI-542,Business,00:24:00,0.0,15:01:00,859.8,Kolkata,Banglore,41113
2024-03-16,Vistara,UK-927,Premium Economy,22:00:00,2.0,20:04:00,124.80000000000001,Delhi,Cochin,11646
2024-02-02,Air Asia,I5-548,Economy,20:17:00,1.0,18:49:00,765.0,Delhi,Cochin,5291
2024-02-15,Vistara,UK-781,Business,03:02:00,1.0,10:34:00,409.8,Delhi,Cochin,39870
2024-07-12,Air Asia,I5-857,Economy,19:57:00,0.0,05:31:00,334.8,Banglore,Delhi,5291
2024-07-22,Indigo,6E-6492,Economy,07:56:00,0.0,16:08:00,319.8,Chennai,Kolkata,11034
2024-12-04,Air India,AI-429,Business,07:55:00,0.0,10:09:00,835.2,Banglore,New Delhi,50969
2024-12-03,Vistara,UK-801,Economy,09:30:00,1.0,20:35:00,670.2,Kolkata,Banglore,8291
2024-06-22,Air India,AI-678,Economy,13:08:00,1.0,01:34:00,139.8,Delhi,Cochin,5955
2024-06-12,Air India,AI-411,Business,11:24:00,1.0,17:11:00,559.8,Delhi,Cochin,32646
2024-02-02,Air India,AI-665,Economy,11:14:00,2.0,07:28:00,139.8,Delhi,Cochin,15930
2024-08-23,Vistara,UK-627,Premium Economy,23:22:00,1.0,19:43:00,1485.0,Banglore,New Delhi,12374
2024-04-27,Vistara,UK-943,Business,23:23:00,1.0,17:57:00,130.2,Delhi,Cochin,22152
2024-06-07,Air India,AI-665,Business,15:20:00,2.0,22:30:00,139.8,Delhi,Cochin,25612
2024-02-18,Vistara,UK-829,Premium Economy,05:18:00,1.0,16:29:00,949.8,Delhi,Cochin,13382
2024-03-15,Vistara,UK-829,Premium Economy,00:59:00,1.0,08:07:00,949.8,Delhi,Cochin,12822
2024-11-15,Vistara,UK-833,Business,01:12:00,1.0,06:40:00,409.8,Banglore,New Delhi,51384
2024-08-25,Air India,AI-439,Economy,06:12:00,1.0,14:26:00,694.8,Kolkata,Banglore,9609
2024-09-05,Vistara,UK-833,Business,22:00:00,1.0,21:29:00,409.8,Delhi,Cochin,51384
2024-06-23,Air Asia,I5-745,Economy,08:10:00,0.0,20:40:00,400.2,Kolkata,Banglore,5291
2024-05-23,Vistara,UK-871,Economy,17:29:00,2.0,19:07:00,799.8,Delhi,Cochin,11520
2024-12-11,Vistara,UK-635,Business,01:19:00,2.0,19:39:00,1624.8,Delhi,Cochin,37417
2024-02-07,Vistara,UK-943,Premium Economy,00:39:00,0.0,06:49:00,130.2,Kolkata,Banglore,15846
2024-04-13,Air India,AI-839,Economy,16:42:00,1.0,03:46:00,745.2,Delhi,Cochin,9420
2024-03-03,Vistara,UK-929,Business,06:59:00,1.0,01:29:00,535.2,Delhi,Cochin,30249
2024-06-14,Air India,AI-554,Business,01:23:00,1.0,01:53:00,709.8,Delhi,Cochin,50969
2024-01-18,Vistara,UK-785,Business,22:00:00,0.0,05:24:00,1065.0,Mumbai,Hyderabad,39870
2024-03-15,Spicejet,SG-8709,Economy,17:38:00,1.0,08:00:00,115.19999999999999,Kolkata,Banglore,5794
2024-10-22,Indigo,6E-2084,Economy,12:49:00,1.0,03:22:00,135.0,Kolkata,Banglore,6374
2024-12-04,Air India,AI-803,Economy,14:53:00,0.0,09:04:00,919.8,Banglore,Delhi,9042
2024-09-05,Vistara,UK-959,Premium Economy,02:08:00,1.0,21:14:00,735.0,Delhi,Cochin,22432
2024-03-04,Air India,AI-678,Business,16:13:00,2.0,00:09:00,139.8,Kolkata,Banglore,22152
2024-07-16,Vistara,UK-705,Economy,16:00:00,2.0,17:05:00,769.8,Delhi,Cochin,18765
2024-12-03,Vistara,UK-945,Business,14:59:00,0.0,22:13:00,135.0,Chennai,Kolkata,30104
2024-10-12,Air Asia,I5-560,Economy,17:01:00,0.0,23:45:00,865.2,Kolkata,Banglore,4827
2024-08-23,Go First,G8-184,Economy,10:49:00,0.0,02:11:00,490.2,Chennai,Kolkata,6007
2024-11-13,Air India,AI-815,Business,15:34:00,1.0,13:39:00,1020.0,Banglore,New Delhi,53164
2024-12-19,Air India,AI-621,Economy,17:25:00,1.0,00:55:00,295.2,Delhi,Cochin,9000
2024-01-07,Vistara,UK-815,Business,04:28:00,1.0,02:06:00,724.8,Delhi,Cochin,72938
2024-04-24,Air India,AI-479,Business,09:28:00,1.0,18:00:00,1240.2,Delhi,Cochin,42252
2024-05-30,Vistara,UK-899,Premium Economy,21:20:00,0.0,04:29:00,1429.8,Banglore,New Delhi,12822
2024-10-12,Go First,G8-119,Economy,14:44:00,2.0,00:09:00,810.0,Kolkata,Banglore,9411
2024-12-31,Vistara,UK-943,Premium Economy,10:36:00,1.0,02:07:00,130.2,Delhi,Cochin,11646
2024-10-11,Vistara,UK-963,Economy,13:05:00,1.0,14:10:00,145.2,Delhi,Cochin,7635
2024-05-08,Air India,AI-665,Business,07:40:00,0.0,03:55:00,139.8,Banglore,Delhi,22152
2024-12-08,Air India,AI-433,Business,20:16:00,2.0,03:12:00,1620.0,Delhi,Cochin,29805
2024-12-16,Air India,AI-537,Business,00:10:00,2.0,05:45:00,450.0,Delhi,Cochin,50969
2024-08-31,Air India,AI-441,Business,21:46:00,0.0,22:07:00,145.2,Kolkata,Banglore,22152
2024-04-12,Air Asia,I5-773,Economy,06:13:00,1.0,20:03:00,480.0,Kolkata,Banglore,6375
2024-03-16,Air India,AI-813,Economy,12:41:00,2.0,17:42:00,1650.0,Delhi,Cochin,10932
2024-02-12,Air India,AI-554,Business,09:08:00,1.0,03:22:00,709.8,Delhi,Cochin,50969
2024-10-21,Vistara,UK-951,Premium Economy,20:18:00,1.0,03:56:00,130.2,Delhi,Cochin,11646
2024-07-01,Go First,G8-530,Economy,22:06:00,2.0,13:27:00,130.2,Kolkata,Banglore,5899
2024-01-02,Air India,AI-411,Economy,03:06:00,0.0,06:38:00,559.8,Mumbai,Hyderabad,7740
2024-07-16,Air India,AI-665,Economy,19:03:00,0.0,02:49:00,139.8,Chennai,Kolkata,5955
2024-09-26,Go First,G8-346,Economy,08:40:00,1.0,02:19:00,130.2,Kolkata,Banglore,5899
2024-02-08,Vistara,UK-929,Premium Economy,05:26:00,1.0,15:11:00,535.2,Kolkata,Banglore,7082
2024-01-09,Indigo,6E-6034,Economy,10:51:00,0.0,02:52:00,304.8,Banglore,Delhi,6771
2024-02-01,Vistara,UK-781,Economy,09:56:00,0.0,12:29:00,1035.0,Kolkata,Banglore,13410
2024-09-23,Air India,AI-401,Economy,18:31:00,1.0,21:15:00,760.2,Banglore,New Delhi,17295
2024-11-13,Go First,G8-717,Economy,17:14:00,0.0,12:45:00,300.0,Chennai,Kolkata,5416
2024-03-13,Air India,AI-554,Business,14:54:00,0.0,02:56:00,709.8,Banglore,Delhi,57074
2024-03-21,Vistara,UK-975,Premium Economy,01:14:00,1.0,00:57:00,135.0,Delhi,Cochin,8622
2024-07-06,Vistara,UK-817,Economy,10:20:00,1.0,00:52:00,334.8,Kolkata,Banglore,14355
2024-09-26,Vistara,UK-747,Economy,19:05:00,1.0,06:55:00,829.8,Delhi,Cochin,18765
2024-05-20,Indigo,6E-2049,Economy,03:52:00,1.0,11:24:00,274.8,Delhi,Cochin,8668
2024-05-21,Go First,G8-719,Economy,22:22:00,0.0,23:41:00,255.0,Kolkata,Banglore,8116
2024-06-24,Air India,AI-839,Business,21:48:00,1.0,17:49:00,1594.8,Delhi,Cochin,41113
2024-06-10,Vistara,UK-933,Premium Economy,17:55:00,1.0,18:16:00,124.80000000000001,Banglore,New Delhi,7838
2024-01-18,Air Asia,I5-857,Economy,16:11:00,0.0,22:02:00,334.8,Chennai,Kolkata,7933
2024-04-03,Vistara,UK-899,Premium Economy,13:08:00,2.0,13:57:00,505.2,Banglore,New Delhi,12822
2024-09-03,Vistara,UK-801,Economy,00:45:00,1.0,23:13:00,670.2,Delhi,Cochin,11310
2024-03-28,Vistara,UK-879,Business,06:52:00,2.0,09:21:00,1260.0,Kolkata,Banglore,41281
2024-05-31,Air India,AI-544,Business,04:15:00,2.0,03:56:00,435.0,Delhi,Cochin,41113
2024-03-24,Air India,AI-865,Business,18:00:00,2.0,23:29:00,145.2,Delhi,Cochin,22152
2024-11-10,Indigo,6E-5345,Economy,20:00:00,0.0,12:46:00,544.8,Banglore,Delhi,6108
2024-12-23,Air India,AI-554,Economy,02:06:00,1.0,08:18:00,709.8,Delhi,Cochin,9609
2024-01-26,Air Asia,I5-740,Economy,16:38:00,0.0,20:20:00,649.8,Banglore,Delhi,4827
2024-07-04,Indigo,6E-607,Economy,09:00:00,0.0,23:21:00,595.2,Banglore,Delhi,5798
2024-12-07,Air India,AI-815,Economy,04:42:00,0.0,19:41:00,465.0,Banglore,Delhi,14922
2024-12-02,Go First,G8-334,Economy,23:24:00,1.0,09:09:00,130.2,Delhi,Cochin,5899
2024-01-17,Vistara,UK-969,Business,22:49:00,0.0,06:19:00,735.0,Kolkata,Banglore,30249
2024-12-04,Indigo,6E-902,Economy,10:44:00,0.0,06:24:00,375.0,Delhi,Cochin,14092
2024-03-05,Vistara,UK-811,Economy,09:38:00,1.0,04:34:00,450.0,Delhi,Cochin,7845
2024-03-17,Vistara,UK-817,Economy,02:22:00,0.0,04:05:00,435.0,Chennai,Kolkata,11011
2024-11-17,Air India,AI-811,Economy,15:07:00,1.0,14:00:00,1305.0,Delhi,Cochin,7740
2024-05-28,Air India,AI-512,Business,20:15:00,1.0,01:33:00,790.2,Kolkata,Banglore,53164
2024-11-16,Vistara,UK-839,Premium Economy,19:51:00,2.0,22:56:00,1324.8,Delhi,Cochin,13254
2024-08-02,Vistara,UK-747,Business,16:43:00,1.0,02:48:00,390.0,Delhi,Cochin,102041
2024-07-05,Go First,G8-530,Economy,22:36:00,0.0,14:48:00,130.2,Banglore,Delhi,5899
2024-11-17,Vistara,UK-943,Premium Economy,21:20:00,0.0,06:00:00,130.2,Banglore,Delhi,8622
2024-10-17,Go First,G8-719,Economy,12:25:00,2.0,18:26:00,285.0,Kolkata,Banglore,4240
2024-03-19,Vistara,UK-879,Business,20:09:00,1.0,07:09:00,334.8,Delhi,Cochin,55696
2024-08-25,Air India,AI-678,Business,17:29:00,1.0,01:49:00,139.8,Delhi,Cochin,22152
2024-01-30,Vistara,UK-635,Premium Economy,05:37:00,1.0,00:46:00,289.8,Delhi,Cochin,24840
2024-03-11,Air Asia,I5-857,Economy,01:18:00,1.0,21:39:00,334.8,Delhi,Cochin,6872
2024-03-13,Vistara,UK-637,Premium Economy,23:42:00,0.0,17:24:00,1110.0,Banglore,Delhi,11982
2024-07-01,Vistara,UK-829,Business,00:58:00,1.0,14:33:00,435.0,Delhi,Cochin,74713
2024-03-20,Go First,G8-323,Economy,03:00:00,1.0,18:36:00,130.2,Delhi,Cochin,8055
2024-09-24,Go First,G8-346,Economy,00:34:00,0.0,21:44:00,124.80000000000001,Banglore,Delhi,5899
2024-11-01,Air India,AI-429,Business,14:35:00,0.0,17:39:00,490.2,Banglore,Delhi,50969
2024-02-15,Vistara,UK-637,Business,22:51:00,0.0,17:48:00,315.0,Chennai,Kolkata,36577
2024-05-10,Vistara,UK-993,Business,19:21:00,1.0,21:47:00,130.2,Delhi,Cochin,41528
2024-08-31,Air India,AI-813,Business,15:41:00,1.0,13:35:00,810.0,Kolkata,Banglore,53164
2024-10-15,Indigo,6E-2033,Economy,22:40:00,1.0,21:15:00,495.0,Banglore,New Delhi,9787
2024-08-21,Vistara,UK-899,Premium Economy,01:40:00,0.0,11:12:00,505.2,Delhi,Cochin,16238
2024-09-18,Vistara,UK-839,Economy,05:26:00,1.0,00:35:00,529.8,Banglore,New Delhi,12079
2024-11-12,Air Asia,I5-773,Economy,23:08:00,0.0,12:19:00,379.8,Chennai,Kolkata,8606
2024-08-08,Vistara,UK-855,Premium Economy,23:21:00,0.0,09:48:00,334.8,Banglore,New Delhi,21166
2024-10-14,Vistara,UK-969,Economy,16:37:00,1.0,23:42:00,1485.0,Kolkata,Banglore,16067
2024-02-09,Vistara,UK-835,Premium Economy,04:55:00,1.0,11:41:00,1579.8,Kolkata,Banglore,34326
2024-04-16,Air India,AI-429,Business,02:12:00,1.0,23:59:00,835.2,Kolkata,Banglore,50969
2024-07-24,Vistara,UK-737,Business,11:57:00,1.0,01:20:00,465.0,Banglore,New Delhi,76953
2024-09-07,Vistara,UK-943,Business,14:33:00,0.0,07:12:00,130.2,Delhi,Cochin,37048
2024-01-17,Air India,AI-801,Economy,22:01:00,1.0,12:34:00,469.8,Delhi,Cochin,20130
2024-01-25,Indigo,6E-6187,Economy,10:32:00,0.0,02:33:00,285.0,Banglore,New Delhi,10028
2024-09-28,Air India,AI-767,Business,16:26:00,1.0,23:29:00,499.8,Kolkata,Banglore,59033
2024-12-09,Indigo,6E-2411,Economy,23:42:00,1.0,10:09:00,274.8,Delhi,Cochin,8100
2024-07-13,Vistara,UK-871,Economy,17:08:00,1.0,05:03:00,694.8,Delhi,Cochin,10050
2024-11-19,Vistara,UK-811,Premium Economy,09:28:00,1.0,01:58:00,1605.0,Delhi,Cochin,10823
2024-10-03,Vistara,UK-879,Premium Economy,22:46:00,1.0,00:15:00,1260.0,Delhi,Cochin,19632
2024-12-05,Vistara,UK-637,Business,08:04:00,1.0,14:04:00,315.0,Kolkata,Banglore,40945
2024-12-11,Vistara,UK-995,Economy,06:46:00,1.0,16:12:00,135.0,Kolkata,Banglore,7320
2024-01-28,Vistara,UK-859,Premium Economy,17:58:00,0.0,19:38:00,1410.0,Kolkata,Banglore,12822
2024-05-29,Vistara,UK-819,Business,23:22:00,1.0,23:48:00,390.0,Delhi,Cochin,60601
2024-05-21,Go First,G8-119,Economy,05:07:00,0.0,07:56:00,810.0,Kolkata,Banglore,6873
2024-03-13,Indigo,6E-2411,Economy,08:54:00,0.0,11:00:00,274.8,Chennai,Kolkata,8100
2024-12-30,Vistara,UK-817,Business,08:05:00,1.0,18:55:00,334.8,Delhi,Cochin,53164
2024-09-28,Vistara,UK-835,Economy,23:36:00,1.0,07:53:00,934.8,Banglore,New Delhi,12293
2024-01-22,Vistara,UK-811,Business,23:09:00,0.0,01:44:00,349.8,Mumbai,Hyderabad,69673
2024-01-23,Indigo,6E-5318,Economy,00:07:00,0.0,11:04:00,135.0,Mumbai,Hyderabad,6164
2024-09-26,Air India,AI-605,Economy,12:54:00,2.0,04:07:00,135.0,Banglore,New Delhi,7320
2024-02-19,Vistara,UK-975,Economy,10:31:00,0.0,18:14:00,135.0,Banglore,Delhi,5955
2024-01-05,Vistara,UK-995,Business,13:04:00,1.0,04:18:00,135.0,Kolkata,Banglore,22152
2024-03-30,Vistara,UK-959,Economy,04:21:00,1.0,16:27:00,735.0,Kolkata,Banglore,18765
2024-03-09,Go First,G8-717,Economy,16:57:00,1.0,17:42:00,235.2,Kolkata,Banglore,14015
2024-09-16,Vistara,UK-963,Business,02:13:00,0.0,19:29:00,145.2,Banglore,Delhi,22152
2024-01-22,Go First,G8-719,Economy,06:55:00,0.0,09:57:00,615.0,Mumbai,Hyderabad,4950
2024-10-16,Air India,AI-554,Business,15:54:00,0.0,05:43:00,625.2,Chennai,Kolkata,57074
2024-02-05,Indigo,6E-6822,Economy,19:45:00,1.0,16:06:00,520.2,Delhi,Cochin,8947
2024-07-18,Air India,AI-678,Economy,18:05:00,0.0,00:25:00,139.8,Banglore,New Delhi,5955
2024-05-25,Air India,AI-883,Business,18:24:00,1.0,06:27:00,1579.8,Delhi,Cochin,48225
2024-06-19,Indigo,6E-6475,Economy,09:57:00,1.0,00:13:00,589.8,Delhi,Cochin,6672
2024-07-21,Air India,AI-512,Business,23:01:00,1.0,22:45:00,790.2,Kolkata,Banglore,53164
2024-10-01,Air India,AI-554,Economy,18:27:00,0.0,02:56:00,709.8,Chennai,Kolkata,8958
2024-05-08,Go First,G8-119,Economy,23:27:00,0.0,01:03:00,874.8,Banglore,New Delhi,6007
2024-12-25,Vistara,UK-637,Business,03:19:00,1.0,23:23:00,1075.2,Kolkata,Banglore,40945
2024-06-25,Vistara,UK-941,Economy,01:41:00,0.0,12:43:00,150.0,Mumbai,Hyderabad,11730
2024-01-15,Vistara,UK-959,Economy,06:41:00,1.0,00:23:00,735.0,Delhi,Cochin,20865
2024-08-25,Air India,AI-544,Economy,00:18:00,0.0,00:16:00,1324.8,Banglore,Delhi,10959
2024-08-24,Vistara,UK-975,Premium Economy,07:27:00,0.0,11:58:00,135.0,Kolkata,Banglore,7278
2024-02-02,Vistara,UK-969,Economy,06:25:00,2.0,03:47:00,940.2,Banglore,New Delhi,9362
2024-08-01,Air India,AI-833,Economy,00:40:00,1.0,22:45:00,1050.0,Kolkata,Banglore,15093
2024-12-30,Vistara,UK-985,Premium Economy,04:25:00,1.0,06:58:00,135.0,Delhi,Cochin,7278
2024-10-22,Go First,G8-2501,Economy,21:46:00,1.0,11:49:00,130.2,Delhi,Cochin,5801
2024-06-09,Vistara,UK-819,Economy,02:45:00,1.0,01:06:00,550.2,Kolkata,Banglore,12150
2024-07-31,Go First,G8-717,Economy,11:05:00,1.0,21:26:00,300.0,Kolkata,Banglore,8412
2024-07-18,Vistara,UK-706,Economy,09:17:00,0.0,17:28:00,495.0,Kolkata,Banglore,11415
2024-05-23,Air India,AI-502,Economy,03:07:00,1.0,00:27:00,589.8,Delhi,Cochin,13557
2024-05-22,Vistara,UK-819,Business,22:55:00,1.0,13:46:00,550.2,Delhi,Cochin,53164
2024-01-23,Go First,G8-2501,Economy,06:54:00,0.0,11:10:00,130.2,Kolkata,Banglore,5801
2024-12-25,Vistara,UK-929,Economy,20:34:00,0.0,06:33:00,1285.2,Delhi,Cochin,13982
2024-12-06,Vistara,UK-993,Premium Economy,09:04:00,1.0,13:10:00,130.2,Delhi,Cochin,11646
2024-03-22,Indigo,6E-2526,Economy,03:20:00,0.0,19:21:00,145.2,Mumbai,Hyderabad,6374
2024-07-05,Vistara,UK-981,Premium Economy,00:25:00,0.0,08:03:00,120.0,Banglore,New Delhi,7278
2024-06-16,Vistara,UK-801,Business,04:15:00,1.0,20:16:00,670.2,Banglore,New Delhi,53164
2024-12-11,Vistara,UK-941,Economy,01:42:00,1.0,05:41:00,150.0,Delhi,Cochin,7635
2024-01-31,Indigo,6E-607,Economy,17:50:00,0.0,14:27:00,469.8,Kolkata,Banglore,7698
2024-07-02,Air Asia,I5-1228,Economy,10:54:00,0.0,11:15:00,910.2,Banglore,Delhi,4827
2024-05-10,Go First,G8-530,Economy,07:16:00,1.0,04:14:00,130.2,Delhi,Cochin,5899
2024-02-10,Air India,AI-801,Economy,07:41:00,1.0,04:05:00,469.8,Kolkata,Banglore,16245
2024-03-09,Vistara,UK-815,Premium Economy,03:51:00,0.0,06:29:00,910.2,Mumbai,Hyderabad,10823
2024-10-11,Vistara,UK-809,Premium Economy,10:40:00,1.0,09:40:00,1459.8,Delhi,Cochin,14558
2024-10-27,Vistara,UK-879,Premium Economy,09:34:00,1.0,13:24:00,880.2,Kolkata,Banglore,12262
2024-10-05,Air Asia,I5-1228,Economy,18:22:00,1.0,12:19:00,690.0,Delhi,Cochin,4827
2024-09-20,Air India,AI-811,Economy,14:52:00,1.0,17:06:00,1305.0,Kolkata,Banglore,8759
2024-05-11,Vistara,UK-829,Business,09:39:00,1.0,20:38:00,435.0,Delhi,Cochin,41281
2024-06-11,Vistara,UK-899,Premium Economy,15:57:00,0.0,19:52:00,1429.8,Mumbai,Hyderabad,18792
2024-05-02,Vistara,UK-801,Premium Economy,02:14:00,0.0,01:22:00,670.2,Chennai,Kolkata,10638
2024-06-15,Air India,AI-636,Economy,02:58:00,1.0,13:13:00,225.0,Delhi,Cochin,7320
2024-12-16,Vistara,UK-943,Economy,18:43:00,1.0,07:21:00,130.2,Delhi,Cochin,11730
2024-09-29,Air India,AI-887,Business,05:30:00,1.0,08:34:00,135.0,Kolkata,Banglore,22152
2024-07-14,Vistara,UK-929,Premium Economy,17:29:00,0.0,09:32:00,739.8,Banglore,Delhi,15992
2024-06-15,Indigo,6E-6492,Economy,10:57:00,1.0,21:01:00,319.8,Banglore,New Delhi,8188
2024-03-16,Air India,AI-767,Business,08:35:00,1.0,14:47:00,499.8,Banglore,New Delhi,59033
2024-06-07,Vistara,UK-781,Premium Economy,21:37:00,0.0,12:47:00,1035.0,Kolkata,Banglore,15846
2024-02-21,Indigo,6E-2216,Economy,20:11:00,1.0,09:15:00,390.0,Delhi,Cochin,6968
2024-12-19,Indigo,6E-6492,Economy,18:03:00,0.0,13:49:00,390.0,Chennai,Kolkata,7288
2024-06-06,Air India,AI-885,Economy,10:24:00,1.0,18:10:00,1275.0,Delhi,Cochin,12990
2024-10-10,Go First,G8-101,Economy,01:38:00,1.0,05:32:00,934.8,Delhi,Cochin,6007
2024-11-23,Vistara,UK-707,Business,14:10:00,1.0,16:23:00,364.8,Banglore,New Delhi,59033
2024-07-06,Air Asia,I5-745,Economy,00:33:00,0.0,05:43:00,784.8,Banglore,Delhi,11611
2024-03-05,Air India,AI-504,Economy,11:19:00,1.0,23:54:00,685.2,Kolkata,Banglore,9882
2024-02-21,Vistara,UK-747,Business,03:15:00,2.0,04:31:00,390.0,Delhi,Cochin,59033
2024-05-27,Vistara,UK-813,Premium Economy,10:59:00,1.0,21:44:00,1630.2,Kolkata,Banglore,11943
2024-03-24,Air Asia,I5-857,Economy,08:47:00,2.0,01:06:00,334.8,Delhi,Cochin,6872
2024-05-01,Vistara,UK-993,Economy,04:26:00,0.0,16:34:00,130.2,Banglore,Delhi,7320
2024-05-06,Vistara,UK-993,Business,22:18:00,0.0,10:01:00,130.2,Banglore,Delhi,56860
2024-06-02,Air India,AI-863,Economy,12:20:00,2.0,15:15:00,139.8,Delhi,Cochin,5955
2024-11-12,Indigo,6E-6475,Economy,02:44:00,1.0,04:09:00,589.8,Delhi,Cochin,6771
2024-02-12,Air India,AI-883,Economy,04:15:00,1.0,07:03:00,1129.8,Kolkata,Banglore,10155
2024-05-01,Air India,AI-425,Business,15:05:00,0.0,20:37:00,1600.2,Banglore,Delhi,42622
2024-08-06,Vistara,UK-811,Economy,12:12:00,1.0,11:30:00,349.8,Kolkata,Banglore,9263
2024-11-15,Indigo,6E-2208,Economy,22:19:00,0.0,23:04:00,520.2,Kolkata,Banglore,6205
2024-01-18,Indigo,6E-319,Economy,17:57:00,1.0,05:13:00,375.0,Kolkata,Banglore,14144
2024-09-16,Indigo,6E-2505,Economy,08:19:00,0.0,02:00:00,139.8,Banglore,Delhi,6164
2024-02-06,Go First,G8-713,Economy,05:01:00,1.0,08:19:00,859.8,Delhi,Cochin,5155
2024-10-29,Go First,G8-346,Economy,06:58:00,0.0,14:30:00,130.2,Banglore,Delhi,5899
2024-08-01,Vistara,UK-927,Business,23:41:00,1.0,06:12:00,124.80000000000001,Delhi,Cochin,22152
2024-09-27,Vistara,UK-871,Premium Economy,17:49:00,2.0,13:51:00,694.8,Delhi,Cochin,12262
2024-08-02,Vistara,UK-627,Premium Economy,05:43:00,1.0,19:08:00,1590.0,Kolkata,Banglore,14278
2024-01-05,Vistara,UK-706,Premium Economy,23:14:00,1.0,10:47:00,1290.0,Delhi,Cochin,19710
2024-07-23,Air India,AI-537,Economy,00:36:00,1.0,23:30:00,364.8,Banglore,New Delhi,9609
2024-07-30,Vistara,UK-899,Business,12:37:00,0.0,07:54:00,1155.0,Banglore,Delhi,41281
2024-12-18,Vistara,UK-977,Business,01:50:00,1.0,00:43:00,135.0,Delhi,Cochin,41528
2024-04-16,Go First,G8-286,Economy,10:22:00,2.0,01:35:00,865.2,Delhi,Cochin,9897
2024-07-14,Vistara,UK-819,Business,22:19:00,0.0,23:32:00,364.8,Mumbai,Hyderabad,60601
2024-07-17,Vistara,UK-899,Premium Economy,18:44:00,1.0,05:45:00,1429.8,Kolkata,Banglore,12168
2024-06-15,Air Asia,I5-740,Economy,15:42:00,0.0,15:48:00,649.8,Mumbai,Hyderabad,6375
2024-07-21,Air India,AI-475,Business,05:02:00,1.0,23:42:00,1489.8,Delhi,Cochin,29805
2024-11-08,Vistara,UK-815,Premium Economy,20:49:00,1.0,23:19:00,1450.2,Delhi,Cochin,14558
2024-11-26,Air India,AI-540,Economy,18:14:00,1.0,14:52:00,690.0,Kolkata,Banglore,8958
2024-05-31,Vistara,UK-933,Premium Economy,23:07:00,1.0,08:52:00,124.80000000000001,Kolkata,Banglore,15846
2024-02-13,Vistara,UK-993,Economy,16:03:00,1.0,19:58:00,130.2,Banglore,New Delhi,5955
2024-08-23,Air India,AI-817,Business,07:18:00,1.0,17:06:00,1030.2,Delhi,Cochin,31462
2024-03-03,Vistara,UK-747,Business,19:46:00,1.0,01:57:00,390.0,Delhi,Cochin,96217
2024-01-15,Air India,AI-863,Economy,15:03:00,1.0,21:16:00,139.8,Delhi,Cochin,5955
2024-08-09,Air India,AI-554,Economy,10:23:00,2.0,02:02:00,625.2,Delhi,Cochin,10449
2024-03-31,Vistara,UK-899,Economy,22:38:00,0.0,13:15:00,505.2,Mumbai,Hyderabad,24960
2024-01-23,Vistara,UK-879,Premium Economy,14:59:00,0.0,14:07:00,985.2,Mumbai,Hyderabad,21200
2024-02-20,Vistara,UK-859,Business,00:59:00,1.0,14:58:00,1305.0,Delhi,Cochin,41281
2024-02-02,Go First,G8-184,Economy,03:21:00,0.0,00:43:00,490.2,Banglore,Delhi,6873
2024-12-26,Vistara,UK-995,Business,14:22:00,1.0,10:30:00,135.0,Kolkata,Banglore,41528
2024-12-28,Go First,G8-213,Economy,16:13:00,0.0,15:48:00,379.8,Kolkata,Banglore,21310
2024-11-01,Vistara,UK-801,Business,18:42:00,0.0,23:13:00,670.2,Kolkata,Banglore,77289
2024-12-02,Vistara,UK-995,Business,08:00:00,1.0,23:14:00,135.0,Delhi,Cochin,22152
2024-02-03,Air India,AI-839,Economy,11:52:00,1.0,03:48:00,1594.8,Delhi,Cochin,7704
2024-05-01,Air Asia,I5-1228,Economy,22:36:00,2.0,21:43:00,690.0,Banglore,New Delhi,5291
2024-03-24,Vistara,UK-817,Economy,04:18:00,1.0,13:57:00,334.8,Delhi,Cochin,11205
2024-06-30,Air India,AI-624,Economy,03:54:00,0.0,14:02:00,145.2,Delhi,Cochin,5955
2024-05-07,Air India,AI-839,Business,23:23:00,1.0,18:46:00,1045.2,Delhi,Cochin,41113
2024-12-27,Indigo,6E-6492,Economy,16:12:00,0.0,19:24:00,319.8,Banglore,New Delhi,26999
2024-11-30,Air India,AI-537,Business,18:39:00,1.0,17:56:00,364.8,Delhi,Cochin,50969
2024-01-29,Vistara,UK-855,Business,12:03:00,1.0,21:25:00,334.8,Kolkata,Banglore,55584
2024-01-12,Vistara,UK-801,Business,09:09:00,0.0,00:55:00,754.8,Banglore,Delhi,96223
2024-01-11,Vistara,UK-819,Economy,20:40:00,1.0,04:29:00,390.0,Delhi,Cochin,11205
2024-12-12,Go First,G8-530,Economy,05:00:00,1.0,03:52:00,130.2,Delhi,Cochin,5899
2024-02-16,Vistara,UK-819,Premium Economy,05:32:00,1.0,18:13:00,1200.0,Delhi,Cochin,10638
2024-12-16,Air India,AI-544,Business,10:50:00,0.0,15:59:00,435.0,Banglore,Delhi,41113
2024-05-30,Indigo,6E-6475,Economy,21:13:00,1.0,06:10:00,589.8,Kolkata,Banglore,15514
2024-10-31,Vistara,UK-979,Economy,13:33:00,0.0,17:32:00,1009.8,Kolkata,Banglore,13160
